,Artist ID,Name,Nationality,Gender,Birth Year,Death Year,age
4819,5374,Honoré Sharrer,American,Female,1920.0,2009.0,89.0
4821,5376,Charles G. Shaw,American,Male,1892.0,1974.0,82.0
4823,5378,John Byam Shaw,British,Male,1872.0,1919.0,47.0
4827,5383,Charles Sheeler,American,Male,1883.0,1965.0,82.0
4832,5390,Otis Shepard,American,Male,1894.0,1969.0,75.0
4837,5395,William J. Shew,American,Male,1820.0,1903.0,83.0
4838,5396,Alan Shields,American,Male,1944.0,2005.0,61.0
4840,5398,Tamami Shima,Japanese,Female,1937.0,1999.0,62.0
4842,5400,Shinagawa Takumi,Japanese,Male,1908.0,2009.0,101.0
4843,5401,Everett Shinn,American,Male,1873.0,1953.0,80.0
4852,5414,Walter Richard Sickert,British,Male,1860.0,1942.0,82.0
4854,5416,Arthur Siegel,American,Male,1913.0,1978.0,65.0
4857,5420,Maurice Sievan,American,Male,1898.0,1981.0,83.0
4858,5421,Paul Signac,French,Male,1863.0,1935.0,72.0
4859,5423,Jean Signovert,French,Male,1919.0,1981.0,62.0
4861,5425,Oli Sihvonen,American,Male,1921.0,1991.0,70.0
4863,5427,Sewell Sillman,American,Male,1924.0,1992.0,68.0
4865,5429,Thomas Sills,American,Male,1914.0,2000.0,86.0
4866,5430,Carlos Silva,Argentine,Male,1930.0,1987.0,57.0
4867,5431,Rex (Reginald C.) Silver,British,Male,1879.0,1965.0,86.0
4869,5433,Walter Silver,American,Male,1923.0,1998.0,75.0
4871,5435,Louis Silverstein,American,Male,1919.0,2011.0,92.0
4873,5437,Charles Simart,French,Male,1806.0,1857.0,51.0
4880,5445,James Sinclair (14th Earl of Caithness),British,Male,1821.0,1881.0,60.0
4882,5447,Raghubir Singh,Indian,Male,1942.0,1999.0,57.0
4884,5450,Art Sinsabaugh,American,Male,1924.0,1983.0,59.0
4885,5451,Renée Sintenis,German,Female,1888.0,1965.0,77.0
4886,5452,Mitchell Siporin,American,Male,1910.0,1976.0,66.0
4887,5453,Clara E. Sipprell,American,Female,1885.0,1975.0,90.0
4888,5454,David Alfaro Siqueiros,Mexican,Male,1896.0,1974.0,78.0
4889,5455,Mario Sironi,Italian,Male,1885.0,1961.0,76.0
4890,5456,Aaron Siskind,American,Male,1903.0,1991.0,88.0
4892,5458,Vasily Yakovlovich Sitnikov,Russian,Male,1915.0,1987.0,72.0
4893,5459,Harold Sitterle,American,Male,1921.0,1993.0,72.0
4894,5460,Trudi Sitterle,American,Female,1921.0,2001.0,80.0
4896,5462,Birgit Skiöld,Swedish,Female,1923.0,1982.0,59.0
4900,5467,Skunder (Skunder Boghossian),Ethiopian,Male,1937.0,2003.0,66.0
4902,5469,Max Slevogt,German,Male,1868.0,1932.0,64.0
4904,5471,John Sloan,American,Male,1871.0,1951.0,80.0
4906,5473,J. Sluijters,Dutch,Male,1881.0,1957.0,76.0
4912,5479,Charles Smith,American,Male,1893.0,1987.0,94.0
4913,5480,David Smith,American,Male,1906.0,1965.0,59.0
4915,5482,G. E. Kidder Smith,American,Male,1913.0,1997.0,84.0
4916,5483,Jack Smith,American,Male,1932.0,1989.0,57.0
4920,5487,Kimber Smith,American,Male,1922.0,1981.0,59.0
4921,5488,Leon Polk Smith,American,Male,1906.0,1996.0,90.0
4926,5493,Richard Smith,British,Male,1931.0,2016.0,85.0
4927,5494,Tony Smith,American,Male,1912.0,1980.0,68.0
4928,5495,Vincent Smith,American,Male,1929.0,2003.0,74.0
4929,5496,W. Eugene Smith,American,Male,1918.0,1978.0,60.0
4930,5497,Robert Smithson,American,Male,1938.0,1973.0,35.0
4931,5498,Kenneth Snelson,American,Male,1927.0,2016.0,89.0
4936,5503,Janet Sobel,American,Female,1894.0,1968.0,74.0
4937,5505,Howard Sochurek,American,Male,1924.0,1994.0,70.0
4939,5507,Otto Soglow,American,Male,1900.0,1975.0,75.0
4941,5509,Ap Sok,Dutch,Male,1917.0,2004.0,87.0
4950,5519,Francesco Somaini,Italian,Male,1926.0,2005.0,79.0
4951,5520,Frederick Sommer,American,Male,1905.0,1999.0,94.0
4960,5530,Juan Soriano,Mexican,Male,1920.0,2006.0,86.0
4961,5531,Savely Sorine,Russian,Male,1887.0,1953.0,66.0
4964,5535,Jesús Rafael Soto,Venezuelan,Male,1923.0,2005.0,82.0
4965,5536,Ettore Sottsass,Italian,Male,1917.0,2007.0,90.0
4966,5537,Sergei Soudeikine,Russian,Male,1882.0,1946.0,64.0
4969,5543,Chaim Soutine,French,Male,1893.0,1943.0,50.0
4970,5544,Louis Soutter,Swiss,Male,1871.0,1942.0,71.0
4973,5548,Moses Soyer,American,Male,1899.0,1974.0,75.0
4974,5549,Raphael Soyer,American,Male,1899.0,1987.0,88.0
4981,5556,Elizabeth Sparhawk-Jones,American,Female,1885.0,1971.0,86.0
4984,5559,Eugene Speicher,American,Male,1883.0,1962.0,79.0
4986,5561,Niles Spencer,American,Male,1893.0,1952.0,59.0
4987,5562,Stanley Spencer,British,Male,1891.0,1959.0,68.0
4989,5564,Nancy Spero,American,Female,1926.0,2009.0,83.0
4991,5566,Lino Eneas Spilimbergo,Argentine,Male,1896.0,1964.0,68.0
4993,5568,Serge Spitzer,American,Male,1951.0,2012.0,61.0
4996,5571,Walter E. Spradbery,British,Male,1889.0,1969.0,80.0
4999,5574,Benton Spruance,American,Male,1904.0,1967.0,63.0
5000,5575,Everett Spruce,American,Male,1908.0,2002.0,94.0
5003,5578,Jerzy Srokowski,Polish,Male,1910.0,1971.0,61.0
5006,5581,J. Allen St. John,American,Male,1872.0,1957.0,85.0
5008,5585,Erich Walter Stadler,German,Male,1927.0,1968.0,41.0
5012,5589,Otto Arpke,German,Male,1886.0,1943.0,57.0
5013,5590,Paul Stahr,American,Male,1883.0,1953.0,70.0
5016,5593,Carl-Harry Stålhane,Swedish,Male,1920.0,1990.0,70.0
5019,5596,Ted Stamm,American,Male,1944.0,1984.0,40.0
5020,5597,Theodoros Stamos,American,Male,1922.0,1997.0,75.0
5024,5601,Richard Stankiewicz,American,Male,1922.0,1983.0,61.0
5025,5603,Robert Stanley,American,Male,1932.0,1997.0,65.0
5027,5606,Ottomar Starke,German,Male,1886.0,1962.0,76.0
5028,5607,Franciszek Starowieyski,Polish,Male,1930.0,2009.0,79.0
5033,5613,Henryk Stazewski,Polish,Male,1894.0,1988.0,94.0
5038,5618,Bernard Steffen,American,Male,1907.0,1980.0,73.0
5040,5620,J. L. Steg,American,Male,1922.0,2001.0,79.0
5041,5621,Milly Steger,German,Female,1881.0,1948.0,67.0
5042,5622,Harold Steggles,British,Male,1910.0,1938.0,28.0
5043,5623,Edward Steichen,American,Male,1879.0,1973.0,94.0
5044,5625,Joël Stein,French,Male,1926.0,2012.0,86.0
5046,5627,Saul Steinberg,American,Male,1914.0,1999.0,85.0
5050,5631,Ralph Steiner,American,Male,1899.0,1986.0,87.0
5051,5632,Otto Steinert,German,Male,1915.0,1978.0,63.0
5052,5633,Jakob Steinhardt,Israeli,Male,1887.0,1968.0,81.0
5053,5634,Théophile-Alexandre Steinlen,French,Male,1859.0,1923.0,64.0
5054,5635,Joe Steinmetz,American,Male,1905.0,1985.0,80.0
5060,5641,Joseph Stella,American,Male,1877.0,1946.0,69.0
5061,5642,Vladimir Stenberg,Russian,Male,1899.0,1982.0,83.0
5062,5643,Varvara Stepanova,Russian,Female,1894.0,1958.0,64.0
5065,5646,Magnus Stephensen,Danish,Male,1903.0,1984.0,81.0
5068,5649,Joseph Sterling,American,Male,1936.0,2010.0,74.0
5071,5652,Harry Sternberg,American,Male,1904.0,2001.0,97.0
5073,5654,Maurice Sterne,American,Male,1877.0,1957.0,80.0
5074,5655,Albert Sterner,American,Male,1863.0,1946.0,83.0
5076,5657,Florine Stettheimer,American,Female,1871.0,1944.0,73.0
5077,5658,Louis Stettner,American,Male,1922.0,2016.0,94.0
5081,5664,Alfred Stieglitz,American,Male,1864.0,1946.0,82.0
5082,5665,Clyfford Still,American,Male,1904.0,1980.0,76.0
5083,5666,Nanny Still,Finnish,Female,1926.0,2009.0,83.0
5084,5667,William James Stillman,American,Male,1828.0,1901.0,73.0
5085,5668,James Stirling,British,Male,1926.0,1992.0,66.0
5088,5671,Niklaus Stoecklin,Swiss,Male,1896.0,1982.0,86.0
5090,5674,Ezra Stoller,American,Male,1915.0,2004.0,89.0
5091,5675,Gunta Stölzl,Swiss,Female,1897.0,1983.0,86.0
5092,5676,Edward Durell Stone,American,Male,1902.0,1978.0,76.0
5096,5681,John Storrs,American,Male,1885.0,1956.0,71.0
5098,5683,Myron Stout,American,Male,1908.0,1987.0,79.0
5100,5685,Paul Strand,American,Male,1890.0,1976.0,86.0
5102,5687,Karl Ludwig Straub,German,Male,1900.0,1997.0,97.0
5103,5688,Théodore (Stravinsky) Strawinsky,French,Male,1907.0,1989.0,82.0
5104,5689,Thelma Johnson Streat,American,Female,1911.0,1959.0,48.0
5105,5690,Tal Streeter,American,Male,1934.0,2014.0,80.0
5107,5692,Marianne Strengell,American,Female,1909.0,1998.0,89.0
5108,5693,Oskar Strnad,Austrian,Male,1879.0,1935.0,56.0
5114,5699,Karl Struss,American,Male,1886.0,1981.0,95.0
5115,5700,Wladyslaw Strzemiński,Polish,Male,1893.0,1952.0,59.0
5119,5704,Fritz Stuckenberg,German,Male,1881.0,1944.0,63.0
5120,5705,Stanislaus Stückgold,Polish,Male,1880.0,1933.0,53.0
5124,5709,Juliusz Studnicki,Polish,Male,1906.0,1978.0,72.0
5125,5710,Walter Stuempfig,American,Male,1914.0,1970.0,56.0
5127,5712,Jan Stussy,American,Male,1921.0,1990.0,69.0
5128,5713,Jindřich Štyrský,Czech,Male,1899.0,1942.0,43.0
5130,5715,Josef Sudek,Czech,Male,1896.0,1976.0,80.0
5133,5718,Nikolai Suetin,Russian,Male,1897.0,1954.0,57.0
5134,5719,Kumi Sugaï,Japanese,Male,1919.0,1996.0,77.0
5135,5720,George Sugarman,American,Male,1912.0,1999.0,87.0
5137,5722,Tsune Sugimura,Japanese,Male,1926.0,1991.0,65.0
5138,5723,Louis Sullivan,American,Male,1856.0,1924.0,68.0
5139,5724,Patrick J. Sullivan,American,Male,1894.0,1967.0,73.0
5141,5727,Larry Sultan,American,Male,1946.0,2009.0,63.0
5144,5730,Hugo Summerville,American,Male,1885.0,1948.0,63.0
5148,5735,Léopold Survage,French,Male,1879.0,1968.0,89.0
5149,5736,Richard Süssmuth,German,Male,1900.0,1974.0,74.0
5150,5737,Miroslav Sutej,Yugoslav,Male,1936.0,2005.0,69.0
5152,5739,Graham Sutherland,British,Male,1903.0,1980.0,77.0
5153,5740,Ladislav Sutnar,American,Male,1897.0,1976.0,79.0
5161,5749,Luke Swank,American,Male,1890.0,1944.0,54.0
5164,5755,Henry F. Swift,American,Male,1890.0,1960.0,70.0
5165,5756,John Swope,American,Male,1908.0,1979.0,71.0
5166,5757,Maltby Sykes,American,Male,1911.0,1992.0,81.0
5171,5763,Geza Szobel,French,Male,1905.0,1963.0,58.0
5175,5767,Carol Block Taback,American,Female,1941.0,1980.0,39.0
5176,5768,Ivan Tabakovic,Yugoslav,Male,1898.0,1977.0,79.0
5177,5769,Maurice Tabard,French,Male,1897.0,1984.0,87.0
5178,5770,Isaiah West Taber,American,Male,1830.0,1912.0,82.0
5181,5773,Yasse Tabuchi,Japanese,Male,1921.0,2009.0,88.0
5182,5774,Augustus Vincent Tack,American,Male,1870.0,1949.0,79.0
5185,5777,Sophie Taeuber-Arp,Swiss,Female,1889.0,1943.0,54.0
5188,5781,Shinkichi G. Tajiri,American,Male,1923.0,2009.0,86.0
5190,5783,Rikio Takahashi,Japanese,Male,1917.0,1999.0,82.0
5191,5784,Peter Takal,American,Male,1905.0,1995.0,90.0
5192,5785,Jiro Takamatsu,Japanese,Male,1936.0,1998.0,62.0
5195,5790,René Pierre Tal-Coat,French,Male,1905.0,1985.0,80.0
5196,5791,William Henry Fox Talbot,British,Male,1800.0,1877.0,77.0
5197,5792,John Talleur,American,Male,1925.0,2001.0,76.0
5198,5793,Reuben Tam,American,Male,1916.0,1991.0,75.0
5199,5795,Rufino Tamayo,Mexican,Male,1899.0,1991.0,92.0
5201,5797,Shigeru Tamura,Japanese,Male,1909.0,1987.0,78.0
5203,5799,Atsuko Tanaka,Japanese,Female,1932.0,2005.0,73.0
5204,5800,Ikko Tanaka,Japanese,Male,1930.0,2002.0,72.0
5206,5803,Tancredi,Italian,Male,1927.0,1964.0,37.0
5207,5804,Yves Tanguy,American,Male,1900.0,1955.0,55.0
5209,5806,Dorothea Tanning,American,Female,1910.0,2012.0,102.0
5212,5809,Antoni Tàpies,Spanish,Male,1923.0,2012.0,89.0
5214,5811,Vladimir Tatlin,Russian,Male,1885.0,1953.0,68.0
5216,5813,Vittorio Tavernari,Italian,Male,1885.0,1987.0,102.0
5217,5814,Lenore Tawney,American,Female,1907.0,2007.0,100.0
5218,5815,Al Taylor,American,Male,1948.0,1999.0,51.0
5219,5816,Jack Taylor,American,Male,1897.0,1983.0,86.0
5220,5817,Prentiss Taylor,American,Male,1907.0,1991.0,84.0
5221,5818,Richard Taylor,Canadian,Male,1902.0,1970.0,68.0
5223,5820,Sergei Vasilevich Tchekonine,Russian,Male,1879.0,1936.0,57.0
5224,5821,Pavel Tchelitchew,American,Male,1898.0,1957.0,59.0
5227,5824,Walter Dorwin Teague,American,Male,1883.0,1960.0,77.0
5228,5825,Tebo (Angel Torres Jaramillo),Mexican,Male,1916.0,1937.0,21.0
5229,5826,Karel Teige,Czech,Male,1900.0,1951.0,51.0
5234,5832,Rouben Ter-Arutunian,American,Male,1920.0,1992.0,72.0
5237,5835,Emilio Terry,French,Male,1890.0,1969.0,79.0
5240,5838,Walther Teutsch,German,Male,1883.0,1964.0,81.0
5242,5840,Félix Teynard,French,Male,1817.0,1892.0,75.0
5244,5844,Joan Josep Tharrats,Spanish,Male,1918.0,2001.0,83.0
5245,5846,Julia Thecla,American,Female,1896.0,1973.0,77.0
5251,5852,Félix Thiollier,French,Male,1842.0,1914.0,72.0
5252,5853,Hans Thoma,German,Male,1839.0,1924.0,85.0
5253,5854,Byron Thomas,American,Male,1902.0,1978.0,76.0
5254,5856,André Thomkins,Swiss,Male,1930.0,1985.0,55.0
5256,5858,Bob Thompson,American,Male,1937.0,1965.0,28.0
5257,5859,Francis Thompson,American,Male,1908.0,2003.0,95.0
5259,5861,Mildred Thompson,American,Female,1935.0,2003.0,68.0
5261,5863,John Thomson,British,Male,1837.0,1921.0,84.0
5263,5866,Michael Thonet,Austrian,Male,1796.0,1871.0,75.0
5264,5867,Esias Thoren,Swedish,Male,1901.0,1981.0,80.0
5266,5869,James Thurber,American,Male,1894.0,1961.0,67.0
5270,5874,Anna Ticho,Israeli,Female,1894.0,1981.0,87.0
5272,5876,Louis Comfort Tiffany,American,Male,1848.0,1933.0,85.0
5273,5877,Sidney Tillim,American,Male,1925.0,2001.0,76.0
5277,5881,Walasse Ting,American,Male,1929.0,2010.0,81.0
5278,5882,Jean Tinguely,Swiss,Male,1925.0,1991.0,66.0
5280,5884,William Tipton,American,Male,1850.0,1929.0,79.0
5281,5885,Henriette Tirman,French,Female,1875.0,1952.0,77.0
5285,5889,Mark Tobey,American,Male,1890.0,1976.0,86.0
5287,5891,Charles S. Todd,American,Male,1885.0,1950.0,65.0
5290,5894,Henryk Tomaszewski,Polish,Male,1914.0,2001.0,87.0
5291,5895,Shomei Tomatsu,Japanese,Male,1930.0,2012.0,82.0
5292,5896,Bradley Walker Tomlin,American,Male,1899.0,1953.0,54.0
5293,5898,Kristians Tonny,Dutch,Male,1907.0,1977.0,70.0
5295,5900,George Tooker,American,Male,1920.0,2011.0,91.0
5296,5901,Jan Toorop,Dutch,Male,1858.0,1928.0,70.0
5297,5902,Roland Topor,French,Male,1938.0,1997.0,59.0
5299,5904,Helen Torr,American,Female,1886.0,1967.0,81.0
5300,5907,Joaquín Torres-García,Uruguayan,Male,1874.0,1949.0,75.0
5303,5910,Henri de Toulouse-Lautrec,French,Male,1864.0,1901.0,37.0
5306,5913,Harold Barling Town,Canadian,Male,1924.0,1991.0,67.0
5307,5914,Hugh Townley,American,Male,1923.0,2008.0,85.0
5309,5916,Toyen (Marie Cerminová),Czech,Female,1902.0,1980.0,78.0
5319,5927,Adolph Treidler,American,Male,1886.0,1981.0,95.0
5320,5928,Joyce Treiman,American,Female,1922.0,1991.0,69.0
5323,5932,Hann Trier,German,Male,1915.0,1999.0,84.0
5328,5937,Clovis Trouille,French,Male,1899.0,1975.0,76.0
5329,5938,Ernest  Trova,American,Male,1927.0,2009.0,82.0
5333,5942,Louis-Abel Truchet,French,Male,1857.0,1918.0,61.0
5335,5944,Van Day Truex,American,Male,1904.0,1979.0,75.0
5336,5945,Anne Truitt,American,Female,1921.0,2004.0,83.0
5337,5947,Georg Trump,German,Male,1896.0,1985.0,89.0
5338,5948,Nina Tryggvadottir,Icelandic,Female,1913.0,1968.0,55.0
5341,5951,Jan Tschichold,Swiss,Male,1902.0,1974.0,72.0
5344,5954,Lill Tschudi,Swiss,Female,1911.0,2004.0,93.0
5348,5958,Tsuchiya Rakusan,Japanese,Male,1896.0,1976.0,80.0
5350,5960,Albert Tucker,Australian,Male,1914.0,1999.0,85.0
5354,5964,Akesuk Tudlik,Canadian Inuit,Male,1890.0,1966.0,76.0
5355,5965,Rafael Tufiño,American,Male,1922.0,2008.0,86.0
5356,5966,Jakob Tuggener,Swiss,Male,1904.0,1988.0,84.0
5359,5969,John Tunnard,British,Male,1900.0,1971.0,71.0
5360,5970,Earl S. Tupper,American,Male,1907.0,1983.0,76.0
5361,5971,Albert Angus Turbayne,American,Male,1866.0,1940.0,74.0
5363,5974,Marko Turk,Slovenian,Male,1920.0,1999.0,79.0
5364,5975,William Turnbull,British,Male,1922.0,2012.0,90.0
5369,5980,Benjamin Brecknell Turner,British,Male,1815.0,1894.0,79.0
5373,5984,Léon H. Tutundjian,Russian,Male,1905.0,1968.0,63.0
5376,5987,Stanley Twardowicz,American,Male,1917.0,2008.0,91.0
5377,5988,Cy Twombly,American,Male,1928.0,2011.0,83.0
5378,5989,Jack Tworkov,American,Male,1900.0,1982.0,82.0
5382,5994,Edgard Tytgat,Belgian,Male,1879.0,1957.0,78.0
5383,5997,Raoul Ubac,Belgian,Male,1910.0,1985.0,75.0
5386,6000,Shoji Ueda,Japanese,Male,1913.0,2000.0,87.0
5388,6002,Maria Uhden,German,Female,1892.0,1918.0,26.0
5390,6004,Doris Ulmann,American,Female,1884.0,1934.0,50.0
5392,6006,Umbo (Otto Umbehr),German,Male,1902.0,1980.0,78.0
5395,6010,Hans Unger,British,Male,1872.0,1936.0,64.0
5412,6033,Max Unold,German,Male,1885.0,1964.0,79.0
5413,6034,Richard Upton,American,Male,1931.0,2013.0,82.0
5415,6036,Albert Urban,American,Male,1909.0,1959.0,50.0
5416,6037,Reva Urban,American,Female,1925.0,1987.0,62.0
5417,6038,Maciej Urbaniec,Polish,Male,1925.0,2004.0,79.0
5420,6041,Demetrio Urruchúa,Argentine,Male,1902.0,1978.0,76.0
5421,6042,Mario Urteaga,Peruvian,Male,1875.0,1957.0,82.0
5425,6046,Maurice Utrillo,French,Male,1883.0,1955.0,72.0
5427,6048,John Vachon,American,Male,1914.0,1975.0,61.0
5428,6049,Polygnotos G. Vagis,American,Male,1894.0,1965.0,71.0
5429,6050,Laurence Vail,American,Male,1891.0,1968.0,77.0
5434,6055,Suzanne Valadon,French,Female,1865.0,1938.0,73.0
5435,6056,Valdo-Barbey (Valdo-Luis Barbey),French,Male,1883.0,1965.0,82.0
5436,6057,Alfredo Valente,American,Male,1899.0,1973.0,74.0
5437,6058,James Valentine,British,Male,1815.0,1880.0,65.0
5441,6062,Gino Valle,Italian,Male,1923.0,2003.0,80.0
5442,6064,Félix Vallotton,French,Male,1865.0,1925.0,60.0
5443,6065,Louis Valtat,French,Male,1869.0,1952.0,83.0
5446,6068,Henry Clemens van de Velde,Belgian,Male,1863.0,1957.0,94.0
5448,6070,Ed van Der Elsken,Dutch,Male,1925.0,1990.0,65.0
5450,6072,Bart Van Der Leck,Dutch,Male,1876.0,1958.0,82.0
5452,6074,James Van Der Zee,American,Male,1886.0,1983.0,97.0
5453,6075,James Van Dijk,American,Male,1930.0,2002.0,72.0
5454,6076,Theo van Doesburg (Christian Emil Marie Küpper),Dutch,Male,1883.0,1931.0,48.0
5455,6077,Kees van Dongen,French,Male,1877.0,1968.0,91.0
5456,6078,Willard Van Dyke,American,Male,1906.0,1986.0,80.0
5457,6079,Ger van Elk,Dutch,Male,1941.0,2014.0,73.0
5458,6080,Jay Van Everen,American,Male,1875.0,1947.0,72.0
5461,6085,Willem van Leusden,Dutch,Male,1886.0,1974.0,88.0
5463,6087,Wim van Stek,Dutch,Male,1925.0,2001.0,76.0
5464,6088,R. H. Vance,American,Male,1825.0,1876.0,51.0
5465,6089,William Vandivert,American,Male,1912.0,1992.0,80.0
5466,6090,Julius Vannerson,American,Male,1827.0,1875.0,48.0
5467,6091,Georges Vantongerloo,Belgian,Male,1886.0,1965.0,79.0
5479,6109,Victor Vasarely,French,Male,1908.0,1997.0,89.0
5483,6113,Gene Vass,American,Male,1922.0,1996.0,74.0
5486,6116,Eugène Charles Paul Vavasseur,French,Male,1863.0,1949.0,86.0
5487,6117,Kristian Vedel,Danish,Male,1923.0,2003.0,80.0
5489,6119,Emilio Vedova,Italian,Male,1919.0,1995.0,76.0
5490,6120,Jorge de la Vega,Argentine,Male,1930.0,1971.0,41.0
5493,6124,Bram van Velde,Dutch,Male,1895.0,1981.0,86.0
5498,6129,Paolo Venini,Italian,Male,1895.0,1959.0,64.0
5502,6133,Paul Véra,French,Male,1882.0,1957.0,75.0
5504,6135,André Verlon,Austrian,Male,1917.0,1993.0,76.0
5505,6136,Luigi Veronesi,Italian,Male,1908.0,1998.0,90.0
5506,6137,Raúl Veroni,Argentine,Male,1913.0,1992.0,79.0
5508,6139,Aleksandr Vesnin,Russian,Male,1883.0,1959.0,76.0
5509,6140,Renzo Vespignani,Italian,Male,1924.0,2001.0,77.0
5511,6142,David Vestal,American,Male,1924.0,2013.0,89.0
5515,6146,Alberto Viani,Italian,Male,1906.0,1989.0,83.0
5516,6147,Esteban Vicente,American,Male,1903.0,2001.0,98.0
5517,6150,Roger Vieillard,French,Male,1907.0,1989.0,82.0
5519,6152,Maria Helena Vieira da Silva,French,Female,1908.0,1992.0,84.0
5521,6154,Romas Viesulas,American,Male,1918.0,1986.0,68.0
5522,6155,Massimo Vignelli,Italian,Male,1931.0,2014.0,83.0
5527,6162,André Villeboeuf,French,Male,1893.0,1956.0,63.0
5529,6165,Jacques Villon,French,Male,1875.0,1963.0,88.0
5532,6168,Lauretta Vinciarelli,Italian,Female,1943.0,2012.0,69.0
5533,6169,Claude Viseux,French,Male,1927.0,2008.0,81.0
5534,6170,Roman Vishniac,American,Male,1897.0,1990.0,93.0
5537,6173,Carlo L. Vivarelli,Swiss,Male,1919.0,1986.0,67.0
5538,6174,Giuseppe Viviani,Italian,Male,1898.0,1965.0,67.0
5539,6175,Louis Vivin,French,Male,1861.0,1936.0,75.0
5540,6176,Michael Vivo,American,Male,1947.0,1984.0,37.0
5541,6177,Maurice de Vlaminck,French,Male,1876.0,1958.0,82.0
5543,6179,Heinrich Vogeler,German,Male,1872.0,1942.0,70.0
5544,6180,Ruth Vollmer,American,Female,1903.0,1982.0,79.0
5545,6183,Monika Von Boch,German,Female,1915.0,1993.0,78.0
5546,6184,Baroness Elsa von Freytag-Loringhoven,German,Female,1874.0,1927.0,53.0
5547,6185,Priska Von Martin,German,Female,1912.0,1982.0,70.0
5549,6187,John Von Wicht,American,Male,1888.0,1970.0,82.0
5550,6188,Charmion von Wiegand,American,Female,1899.0,1983.0,84.0
5551,6189,Friedrich Vordemberge-Gildewart,Dutch,Male,1899.0,1962.0,63.0
5553,6191,Wolf Vostell,German,Male,1932.0,1998.0,66.0
5555,6193,Adam Clark Vroman,American,Male,1856.0,1916.0,60.0
5556,6194,Édouard Vuillard,French,Male,1868.0,1940.0,72.0
5558,6196,Gérard Vulliamy,French,Male,1909.0,2005.0,96.0
5560,6198,Vaclav Vytlacil,American,Male,1892.0,1984.0,92.0
5561,6200,Ludwig Wachlmeier (or Aloys Ludwig Wach),Austrian,Male,1892.0,1940.0,48.0
5562,6201,Konrad Wachsmann,American,Male,1901.0,1980.0,79.0
5566,6205,Edward Wadsworth,British,Male,1889.0,1949.0,60.0
5568,6207,Jaap Wagemaker,Dutch,Male,1906.0,1972.0,66.0
5569,6208,Wilhelm Wagenfeld,German,Male,1900.0,1990.0,90.0
5571,6210,Otto Wagner,Austrian,Male,1841.0,1918.0,77.0
5572,6211,Wilhelm Wagner,German,Male,1887.0,1968.0,81.0
5578,6217,Sylvia Wald,American,Female,1915.0,2011.0,96.0
5583,6222,Todd Walker,American,Male,1917.0,1998.0,81.0
5584,6223,Abraham Walkowitz,American,Male,1878.0,1965.0,87.0
5586,6225,Frank Wallace,American,Male,1881.0,1962.0,81.0
5588,6228,Don Wallance,American,Male,1909.0,1990.0,81.0
5589,6229,Alfred Wallis,British,Male,1855.0,1942.0,87.0
5590,6230,Edward Wallowitch,American,Male,1932.0,1981.0,49.0
5592,6232,Karl Walser,Swiss,Male,1877.0,1943.0,66.0
5593,6233,Bernard Walsh,American,Male,1912.0,2004.0,92.0
5594,6234,Carl Walters,American,Male,1883.0,1955.0,72.0
5595,6235,Ernest Walters,American,Male,1927.0,2004.0,77.0
5599,6239,Allan Walton,British,Male,1891.0,1948.0,57.0
5602,6242,Velox Ward,American,Male,1901.0,1944.0,43.0
5604,6244,John D. Wareham,American,Male,1871.0,1954.0,83.0
5605,6246,Andy Warhol,American,Male,1928.0,1987.0,59.0
5606,6247,William Warnecke,American,Male,1881.0,1939.0,58.0
5607,6248,Henry de Waroquier,French,Male,1881.0,1970.0,89.0
5608,6249,Dody Weston Thompson,American,Male,1923.0,2012.0,89.0
5610,6251,Bradford Washburn,American,Male,1910.0,2007.0,97.0
5614,6255,Sadao Watanabe,Japanese,Male,1913.0,1996.0,83.0
5618,6260,Carleton E. Watkins,American,Male,1829.0,1916.0,87.0
5619,6261,Franklin Chenault Watkins,American,Male,1894.0,1972.0,78.0
5624,6267,Eva Watson-Schütze,American,Female,1867.0,1935.0,68.0
5626,6269,Robert Watts,American,Male,1923.0,1988.0,65.0
5627,6271,June Wayne,American,Female,1918.0,2011.0,93.0
5628,6272,Todd Webb,American,Male,1905.0,2000.0,95.0
5630,6274,Hugo Weber,American,Male,1918.0,1971.0,53.0
5631,6275,Max Weber,American,Male,1881.0,1961.0,80.0
5632,6278,Josiah Wedgwood,British,Male,1730.0,1795.0,65.0
5634,6280,Harry Mohr Weese,American,Male,1915.0,1998.0,83.0
5636,6282,Hans Wegner,Danish,Male,1914.0,2007.0,93.0
5638,6284,Svend Weihrauch,Danish,Male,1899.0,1962.0,63.0
5639,6285,Elbert Weinberg,American,Male,1928.0,1991.0,63.0
5640,6286,Helen Joy Weinberg,American,Female,1900.0,1994.0,94.0
5641,6287,Dan Weiner,American,Male,1919.0,1959.0,40.0
5644,6290,David Weinrib,American,Male,1924.0,2016.0,92.0
5648,6294,David Weiss,Swiss,Male,1946.0,2012.0,66.0
5654,6300,Pepi Weixlgartner,Austrian,Female,1886.0,1981.0,95.0
5655,6301,Mieczyslaw Wejman,Polish,Male,1912.0,1997.0,85.0
5658,6304,W. Archibald Welden,American,Male,1900.0,1970.0,70.0
5659,6305,Neil Welliver,American,Male,1929.0,2005.0,76.0
5660,6306,James L. Wells,American,Male,1902.0,1993.0,91.0
5662,6308,Jack Welpott,American,Male,1923.0,2007.0,84.0
5663,6309,Stow Wengenroth,American,Male,1906.0,1978.0,72.0
