,Artist ID,Name,Nationality,Gender,Birth Year,Death Year,age
767,854,Alice Standish Buell,American,Female,1892.0,1964.0,72.0
768,855,Bernard Buffet,French,Male,1928.0,1999.0,71.0
769,856,Fritz Bühler,Swiss,Male,1909.0,1963.0,54.0
770,857,Felix Buhot,French,Male,1847.0,1898.0,51.0
772,860,John G. Bullock,American,Male,1854.0,1939.0,85.0
773,861,Wynn Bullock,American,Male,1902.0,1975.0,73.0
775,863,Louis Bunce,American,Male,1907.0,1983.0,76.0
779,867,Pablo Burchard,Chilean,Male,1875.0,1964.0,89.0
780,869,Max Burchartz,German,Male,1887.0,1961.0,74.0
781,870,Charles Burchfield,American,Male,1893.0,1967.0,74.0
782,871,Chris Burden,American,Male,1946.0,2015.0,69.0
786,876,Paul Burlin,American,Male,1886.0,1969.0,83.0
787,877,David Burliuk,Ukrainian,Male,1882.0,1967.0,85.0
788,878,Ian Burn,Australian,Male,1939.0,1993.0,54.0
789,879,Edward Burne-Jones,British,Male,1833.0,1898.0,65.0
793,883,Edward Burra,British,Male,1905.0,1976.0,71.0
794,884,Alberto Burri,Italian,Male,1915.0,1995.0,80.0
795,885,René Burri,Swiss,Male,1933.0,2014.0,81.0
796,886,Larry Burrows,British,Male,1926.0,1971.0,45.0
798,889,Scott Burton,American,Male,1939.0,1989.0,50.0
799,890,Pol Bury,Belgian,Male,1922.0,2005.0,83.0
801,893,Jack Bush,Canadian,Male,1909.0,1977.0,68.0
802,894,Wolf von dem Bussche,American,Male,1934.0,2014.0,80.0
803,895,Solomon D. Butcher,American,Male,1856.0,1927.0,71.0
805,899,Horacio A. Butler,Argentine,Male,1897.0,1983.0,86.0
806,900,Reg Butler,British,Male,1913.0,1983.0,70.0
808,902,James Lee Byars,American,Male,1932.0,1997.0,65.0
815,909,Paul Cadmus,American,Male,1904.0,1999.0,95.0
818,912,John Cage,American,Male,1912.0,1992.0,80.0
819,913,Corrado Cagli,American,Male,1910.0,1976.0,66.0
821,915,Marcelle Cahn,French,Female,1895.0,1981.0,86.0
825,919,Letterio Calapai,American,Male,1902.0,1993.0,91.0
827,921,Lawrence Calcagno,American,Male,1916.0,1993.0,77.0
828,922,Alexander Calder,American,Male,1898.0,1976.0,78.0
830,924,Harry Callahan,American,Male,1912.0,1999.0,87.0
831,925,Kenneth Callahan,American,Male,1905.0,1986.0,81.0
832,926,Mary Callery,American,Female,1903.0,1977.0,74.0
836,932,Julia Margaret Cameron,British,Female,1815.0,1879.0,64.0
837,933,Julio Camino Sanchez,Peruvian,Male,1919.0,2007.0,88.0
839,935,Charles Camoin,French,Male,1879.0,1965.0,86.0
841,938,Jewett Campbell,American,Male,1912.0,1999.0,87.0
843,940,Heinrich Campendonk,German,Male,1889.0,1957.0,68.0
845,942,Massimo Campigli,Italian,Male,1895.0,1971.0,76.0
847,945,Vincent Canadé,American,Male,1879.0,1961.0,82.0
848,946,Cañavate,Spanish,Male,1902.0,1987.0,85.0
851,949,Giacomo Caneva,Italian,Male,1810.0,1890.0,80.0
852,950,Johannes Canis,German,Male,1895.0,1977.0,82.0
854,953,Domenico Cantatore,Italian,Male,1906.0,1998.0,92.0
856,955,Cornell Capa,American,Male,1918.0,2008.0,90.0
857,956,Robert Capa,American,Male,1913.0,1954.0,41.0
859,958,Josef Capek,Czech,Male,1887.0,1945.0,58.0
860,959,Alfred Capel-Cure,British,Male,1826.0,1896.0,70.0
861,960,Giuseppe Capogrossi,Italian,Male,1900.0,1972.0,72.0
863,962,Leonetto Cappiello,French,Male,1875.0,1942.0,67.0
864,963,Luis B. Caputo Demarco,Argentine,Male,1899.0,1994.0,95.0
866,965,Miguel-Ángel Cárdenas,Dutch,Male,1934.0,2015.0,81.0
867,966,Augustin Càrdenas,Cuban,Male,1927.0,2001.0,74.0
869,968,Emil Cardinaux,Swiss,Male,1877.0,1936.0,59.0
870,969,José Bernardo Cardoso Jr.,Brazilian,Male,1861.0,1947.0,86.0
871,970,Etienne Carjat,French,Male,1829.0,1906.0,77.0
872,972,Arthur B. Carles,American,Male,1882.0,1952.0,70.0
874,974,Marie Carlier,French,Female,1920.0,1986.0,66.0
877,977,Jean Carlu,French,Male,1900.0,1997.0,97.0
881,982,Anthony Caro,British,Male,1924.0,2013.0,89.0
885,986,William L. Carqueville,American,Male,1871.0,1946.0,75.0
886,987,Carlo Carrà,Italian,Male,1881.0,1966.0,85.0
887,988,Mario Carreño,Chilean,Male,1913.0,1999.0,86.0
889,990,Eugène Carrière,French,Male,1849.0,1906.0,57.0
891,993,Leonora Carrington,British,Female,1917.0,2011.0,94.0
892,994,John Carroll,American,Male,1892.0,1959.0,67.0
894,998,Clarence H. Carter,American,Male,1904.0,2000.0,96.0
895,999,Paul Carter,American,Male,1903.0,1938.0,35.0
896,1000,Henri Cartier-Bresson,French,Male,1908.0,2004.0,96.0
897,1001,Flavio de R. Carvalho,Brazilian,Male,1899.0,1973.0,74.0
898,1003,Carybé (Hector Bernabó),Brazilian,Male,1911.0,1997.0,86.0
900,1007,Andrea Cascella,Italian,Female,1920.0,1990.0,70.0
905,1012,Tranquillo Casiraghi,Italian,Male,1923.0,2005.0,82.0
907,1014,Karl Caspar,German,Male,1879.0,1956.0,77.0
908,1015,A. M. Cassandre,French,Male,1901.0,1968.0,67.0
909,1016,Mary Cassatt,American,Female,1844.0,1926.0,82.0
910,1017,Axel Cassel,French,Male,1955.0,2015.0,60.0
913,1023,Moshe Elazar Castel,Israeli,Male,1909.0,1992.0,83.0
916,1026,Julio Castellanos,Mexican,Male,1905.0,1947.0,42.0
917,1027,Federico Castellon,American,Male,1914.0,1971.0,57.0
918,1028,Achille Castiglioni,Italian,Male,1918.0,2002.0,84.0
919,1029,Pier Giacomo Castiglioni,Italian,Male,1913.0,1968.0,55.0
920,1030,Fernando Castillo,Mexican,Male,1882.0,1940.0,58.0
921,1031,Rosemarie Castoro,American,Female,1939.0,2015.0,76.0
923,1034,Enrique Castro-Cid,Chilean,Male,1937.0,1992.0,55.0
926,1037,Elizabeth Catlett,American,Female,1915.0,2012.0,97.0
928,1039,Patrick Caulfield,British,Male,1936.0,2005.0,69.0
931,1042,Giorgio Cavallon,American,Male,1904.0,1989.0,85.0
932,1043,Cazals,French,Male,1865.0,1941.0,76.0
939,1050,Edmond Ceria,French,Male,1884.0,1955.0,71.0
941,1052,César (César Baldaccini),French,Male,1921.0,1998.0,77.0
942,1053,Paul Cézanne,French,Male,1839.0,1906.0,67.0
943,1054,Lynn Chadwick,British,Male,1914.0,2003.0,89.0
944,1055,Marc Chagall,French,Male,1887.0,1985.0,98.0
946,1057,Gaston Chaissac,French,Male,1910.0,1964.0,54.0
948,1059,Samuel Chamberlain,American,Male,1895.0,1975.0,80.0
949,1060,John Chamberlain,American,Male,1927.0,2011.0,84.0
951,1063,Martín Chambi,Peruvian,Male,1891.0,1973.0,82.0
952,1064,Roger Chancel,French,Male,1898.0,1976.0,78.0
957,1071,Serge Charchoune,Russian,Male,1888.0,1975.0,87.0
958,1072,Chargesheimer (Karl-Heinz Hargesheimer),German,Male,1924.0,1972.0,48.0
959,1073,Sarah Charlesworth,American,Female,1947.0,2013.0,66.0
960,1074,Jean Charlot,American,Male,1898.0,1979.0,81.0
962,1080,Theodore Chassériau,French,Male,1819.0,1856.0,37.0
963,1081,Roger Chastel,French,Male,1897.0,1981.0,84.0
964,1083,Edward Chavez,American,Male,1917.0,1995.0,78.0
965,1084,José Chávez Morado,Mexican,Male,1909.0,2002.0,93.0
966,1085,Santos Chávez,Chilean,Male,1934.0,2001.0,67.0
969,1089,Jules Chéret,French,Male,1836.0,1932.0,96.0
972,1093,Iakov Chernikhov,Russian,Male,1889.0,1951.0,62.0
979,1101,Pietro Chiesa,Italian,Male,1892.0,1948.0,56.0
981,1103,Bernard Childs,American,Male,1910.0,1985.0,75.0
982,1104,Eduardo Chillida,Spanish,Male,1924.0,2002.0,78.0
983,1105,Thomas Chimes,American,Male,1921.0,2009.0,88.0
984,1106,Giorgio de Chirico,Italian,Male,1888.0,1978.0,90.0
987,1109,Seiji Chokai,Japanese,Male,1902.0,1972.0,70.0
990,1112,William Christenberry,American,Male,1936.0,2016.0,80.0
991,1113,Dan Christensen,American,Male,1942.0,2007.0,65.0
993,1116,Howard Chandler Christy,American,Male,1872.0,1952.0,80.0
994,1117,Halina Chrostowska,Polish,Female,1929.0,1990.0,61.0
995,1118,Chryssa,American,Female,1933.0,2013.0,80.0
1001,1125,Roman Cieslewicz,French,Male,1930.0,1996.0,66.0
1002,1126,Nicolai Cikovsky,American,Male,1894.0,1984.0,90.0
1004,1129,Paul Citroen,Dutch,Male,1896.0,1983.0,87.0
1005,1130,Minna Citron,American,Female,1896.0,1991.0,95.0
1006,1132,Pierre Eugène Clairin,French,Male,1897.0,1980.0,83.0
1009,1135,Edna Clarke-Hall,British,Female,1879.0,1979.0,100.0
1011,1137,Carlfriedrich Claus,German,Male,1930.0,1998.0,68.0
1014,1140,Cléanthe (Cléante Carr),American,Female,1911.0,2001.0,90.0
1015,1142,Roman Clemens,Swiss,Male,1910.0,1992.0,82.0
1020,1147,Fabrizio Clerici,Italian,Male,1913.0,1993.0,80.0
1023,1151,Charles Clifford,British,Male,1819.0,1863.0,44.0
1026,1155,Carroll Cloar,American,Male,1913.0,1993.0,80.0
1035,1164,Alvin Langdon Coburn,American,Male,1882.0,1966.0,84.0
1037,1168,Jean Cocteau,French,Male,1889.0,1963.0,74.0
1041,1173,Barry Cohen,American,Male,1934.0,1990.0,56.0
1042,1174,George Cohen,American,Male,1919.0,1999.0,80.0
1050,1182,Glenn O. Coleman,American,Male,1887.0,1932.0,45.0
1051,1183,Robert Colescott,American,Male,1925.0,2009.0,84.0
1053,1185,Paul Colin,French,Male,1892.0,1985.0,93.0
1055,1187,Ettore Colla,Italian,Male,1899.0,1968.0,69.0
1056,1188,John Collins,American,Male,1888.0,1991.0,103.0
1058,1190,Marjory Collins,American,Female,1912.0,1985.0,73.0
1059,1192,André Collot,French,Male,1897.0,1976.0,79.0
1060,1193,Roy Colmer,British,Male,1935.0,2014.0,79.0
1062,1195,Gianni Colombo,Italian,Male,1937.0,1993.0,56.0
1063,1196,Joe Colombo,Italian,Male,1930.0,1971.0,41.0
1064,1197,Ithell Colquhoun,British,Female,1906.0,1988.0,82.0
1065,1198,Robert Colquhoun,British,Male,1914.0,1962.0,48.0
1068,1203,Alex Colville,Canadian,Male,1920.0,2013.0,93.0
1070,1205,Ulysse Comtois,Canadian,Male,1931.0,1999.0,68.0
1073,1209,Charles Conder,British,Male,1868.0,1909.0,41.0
1075,1211,William Congdon,American,Male,1912.0,1998.0,86.0
1077,1214,Will Connell,American,Male,1898.0,1961.0,63.0
1078,1215,Bruce Conner,American,Male,1933.0,2008.0,75.0
1084,1221,Pietro Consagra,Italian,Male,1920.0,2005.0,85.0
1085,1222,William H. Constable,Australian,Male,1906.0,1989.0,83.0
1087,1224,Constant (Constant Anton Nieuwenhuys),Dutch,Male,1920.0,2005.0,85.0
1088,1225,George Constant,American,Male,1892.0,1978.0,86.0
1090,1228,Howard Cook,American,Male,1901.0,1980.0,79.0
1092,1231,Austin Cooper,British,Male,1890.0,1964.0,74.0
1093,1232,Frederick George Cooper,American,Male,1892.0,1962.0,70.0
1094,1234,Francisco Copello,Chilean,Male,1938.0,2006.0,68.0
1095,1235,Hans Coper,British,Male,1920.0,1981.0,61.0
1096,1236,Andries Dirk Copier,Dutch,Male,1901.0,1991.0,90.0
1097,1237,John Coplans,British,Male,1920.0,2003.0,83.0
1098,1238,William Copley,American,Male,1919.0,1996.0,77.0
1099,1239,Silvio Coppola,Italian,Male,1920.0,1986.0,66.0
1100,1240,Edward Corbett,American,Male,1919.0,1971.0,52.0
1102,1242,E. M. Cordier,German,Male,1903.0,1974.0,71.0
1103,1243,Lovis Corinth,German,Male,1858.0,1925.0,67.0
1104,1245,Eugène Corneau,French,Male,1894.0,1976.0,82.0
1105,1246,Corneille (Guillaume van Beverloo),Dutch,Male,1922.0,2010.0,88.0
1106,1247,Joseph Cornell,American,Male,1903.0,1972.0,69.0
1107,1248,Thomas Cornell,American,Male,1937.0,2012.0,75.0
1110,1251,Pedro Coronel,Mexican,Male,1923.0,1985.0,62.0
1111,1253,Jean-Baptiste-Camille Corot,French,Male,1796.0,1875.0,79.0
1112,1254,Antonio Corpora,Italian,Male,1909.0,2004.0,95.0
1119,1262,Olga Costa,Mexican,Female,1913.0,1993.0,80.0
1120,1263,Toni Costa,Italian,Male,1935.0,2013.0,78.0
1122,1265,John Costigan,American,Male,1888.0,1972.0,84.0
1125,1268,Othon Coubine (or Otakar Kubin),Czech,Male,1883.0,1969.0,86.0
1127,1271,Graham Coughtry,Canadian,Male,1931.0,1999.0,68.0
1129,1273,Edward Countey,American,Male,1921.0,1984.0,63.0
1130,1274,Pierre Courtin,French,Male,1921.0,2012.0,91.0
1131,1275,Morison S. Cousins,American,Male,1934.0,2001.0,67.0
1132,1276,Lucien Coutaud,French,Male,1905.0,1977.0,72.0
1133,1277,Robert Couturier,French,Male,1905.0,2008.0,103.0
1134,1278,Wessel Couzijn,Dutch,Male,1912.0,1984.0,72.0
1135,1279,Miguel Covarrubias,Mexican,Male,1904.0,1957.0,53.0
1136,1280,John Covert,American,Male,1882.0,1960.0,78.0
1139,1283,George C. Cox,American,Male,1851.0,1902.0,51.0
1140,1284,Jan Cox,Belgian,Male,1919.0,1980.0,61.0
1141,1285,Douglas Craft,American,Male,1924.0,2015.0,91.0
1143,1287,Edward Gordon Craig,British,Male,1872.0,1966.0,94.0
1145,1289,Konrad Cramer,American,Male,1888.0,1963.0,75.0
1147,1291,Rollin Crampton,American,Male,1886.0,1970.0,84.0
1152,1298,Ralston Crawford,American,Male,1906.0,1978.0,72.0
1153,1299,John Craxton,British,Male,1922.0,2009.0,87.0
1154,1300,Robert Creeley,American,Male,1926.0,2005.0,79.0
1156,1302,Leon Cremière,French,Male,1831.0,1913.0,82.0
1157,1303,Leonardo Cremonini,Italian,Male,1925.0,2010.0,85.0
1159,1305,Adolphe Crespin,Belgian,Male,1859.0,1944.0,85.0
1160,1306,Luca Crippa,Italian,Female,1924.0,2002.0,78.0
1161,1307,Roberto Crippa,Italian,Male,1921.0,1972.0,51.0
1163,1310,George P. Critcherson,American,Male,1823.0,1892.0,69.0
1164,1311,Allan Rohan Crite,American,Male,1910.0,2007.0,97.0
1165,1312,Ted Croner,American,Male,1922.0,2005.0,83.0
1166,1313,Henri-Edmond Cross,French,Male,1856.0,1910.0,54.0
1168,1316,Robin Crozier,British,Male,1936.0,2001.0,65.0
1169,1317,George Cruikshank,British,Male,1792.0,1878.0,86.0
1170,1318,Jason Crum,American,Male,1935.0,2004.0,69.0
1171,1319,William Crutchfield,American,Male,1932.0,2015.0,83.0
1172,1320,Emilio Cruz,American,Male,1938.0,2004.0,66.0
1178,1326,Modest Cuixart,Spanish,Male,1925.0,2001.0,76.0
1180,1329,Ben L. Culwell,American,Male,1918.0,1992.0,74.0
1183,1332,Imogen Cunningham,American,Female,1883.0,1976.0,93.0
1184,1333,Ben Cunningham (Benjamin Frazier Cunningham),American,Male,1904.0,1975.0,71.0
1188,1337,Francis Edmund Currey,British,Male,1814.0,1896.0,82.0
1189,1338,Charles H. Currier,American,Male,1851.0,1938.0,87.0
1190,1339,John Steuart Curry,American,Male,1897.0,1946.0,49.0
1192,1341,Edward Curtis,American,Male,1868.0,1954.0,86.0
1193,1343,Lily Cushing,American,Female,1909.0,1969.0,60.0
1195,1345,Eugène Cuvelier,French,Male,1837.0,1900.0,63.0
1198,1348,Carl Otto Czeschka,Austrian,Male,1878.0,1960.0,82.0
1199,1349,Allan D'Arcangelo,American,Male,1930.0,1998.0,68.0
1200,1350,Lajos D'Ebneth,Hungarian,Male,1902.0,1982.0,80.0
1201,1351,Roél d'Haese,Belgian,Male,1921.0,1966.0,45.0
1204,1357,Louise Dahl-Wolfe,American,Female,1895.0,1989.0,94.0
1205,1358,Karl Fred Dahmen,German,Male,1917.0,1981.0,64.0
1208,1361,Michael D. Dailey,American,Male,1938.0,2009.0,71.0
1210,1364,Salvador Dalí,Spanish,Male,1904.0,1989.0,85.0
1212,1366,Gustaf Oscar Dalström,American,Male,1893.0,1971.0,78.0
1213,1367,Oskar Dalvit,Swiss,Male,1911.0,1975.0,64.0
1214,1368,Hubert Dalwood,British,Male,1924.0,1976.0,52.0
1219,1373,Ken Danby,Canadian,Male,1940.0,2007.0,67.0
1222,1376,Mell Daniel,American,Male,1899.0,1975.0,76.0
1223,1377,Harvey Daniels,British,Male,1936.0,2013.0,77.0
1225,1379,Joseph Dankowski,American,Male,1932.0,2010.0,78.0
1227,1381,Danny (Danny Pierce),American,Male,1920.0,2014.0,94.0
1231,1385,Nassos Daphnis,American,Male,1914.0,2010.0,96.0
1233,1387,Jean Gabriel Daragnès,French,Male,1886.0,1950.0,64.0
1234,1388,Hanne Darboven,German,Female,1941.0,2009.0,68.0
1237,1391,Sandu Darie,Cuban,Male,1908.0,1991.0,83.0
1239,1393,Charles François Daubigny,French,Male,1817.0,1878.0,61.0
1240,1394,James Henry Daugherty,American,Male,1889.0,1974.0,85.0
1241,1396,Honoré Daumier,French,Male,1808.0,1879.0,71.0
1242,1397,Hermine David,French,Female,1886.0,1971.0,85.0
1245,1401,Alan Davie,British,Male,1920.0,2014.0,94.0
1246,1402,Arthur B. Davies,American,Male,1862.0,1928.0,66.0
1249,1405,Emma Lu Davis,American,Female,1905.0,1964.0,59.0
1251,1407,Gene Davis,American,Male,1920.0,1985.0,65.0
1252,1408,James Edward Davis,American,Male,1901.0,1974.0,73.0
1256,1412,Stuart Davis,American,Male,1892.0,1964.0,72.0
1258,1415,Adrien Dax,French,Male,1913.0,1979.0,66.0
1259,1416,John Day,American,Male,1932.0,1982.0,50.0
1261,1418,Richard Day,American,Male,1896.0,1972.0,76.0
1262,1419,Worden Day,American,Female,1912.0,1986.0,74.0
1264,1421,Mario De Biasi,Italian,Male,1923.0,2013.0,90.0
1265,1422,Roy DeCarava,American,Male,1919.0,2009.0,90.0
1266,1423,Louis De Clercq,French,Male,1836.0,1901.0,65.0
1267,1424,José De Creeft,American,Male,1884.0,1982.0,98.0
1268,1425,Gino De Dominicis,Italian,Male,1947.0,1998.0,51.0
1270,1427,Georges de Feure,French,Male,1868.0,1943.0,75.0
1271,1428,Peter De Francia,British,Male,1921.0,2012.0,91.0
1272,1429,Rudolph De Harak,American,Male,1924.0,2001.0,77.0
1275,1433,Walter De Maria,American,Male,1935.0,2013.0,78.0
1276,1434,Adolf De Meyer,German,Male,1868.0,1946.0,78.0
1277,1436,G. D. De Monfried,French,Male,1856.0,1929.0,73.0
1279,1438,Jonathan De Pas,Italian,Male,1932.0,1991.0,59.0
1281,1441,Filippo De Pisis,Italian,Male,1896.0,1956.0,60.0
1283,1443,José de Rivera,American,Male,1904.0,1985.0,81.0
1284,1444,Niki de Saint Phalle,French,Female,1930.0,2002.0,72.0
1286,1447,Nicolas de Staël,French,Male,1914.0,1955.0,41.0
1288,1449,Roger de Valerio,French,Male,1886.0,1951.0,65.0
1290,1453,Captain William de Wiveleslie Abney,British,Male,1843.0,1920.0,77.0
1294,1458,Joe Deal,American,Male,1947.0,2010.0,63.0
1295,1460,Howard Dearstyne,American,Male,1903.0,1978.0,75.0
1296,1461,Riko Debenjak,Yugoslav,Male,1908.0,1987.0,79.0
1299,1464,Wilhelm Deffke,German,Male,1887.0,1950.0,63.0
1300,1465,Hilaire-Germain-Edgar Degas,French,Male,1834.0,1917.0,83.0
1301,1466,Adolf Dehn,American,Male,1895.0,1968.0,73.0
1302,1467,Dorothy Dehner,American,Female,1901.0,1994.0,93.0
1303,1468,Ernesto Deira,Argentine,Male,1928.0,1986.0,58.0
1304,1469,Ad Dekkers,Dutch,Male,1938.0,1974.0,36.0
1305,1470,Félix Del Marle,French,Male,1889.0,1952.0,63.0
1308,1474,Eugène Delacroix,French,Male,1798.0,1863.0,65.0
1309,1475,Jack Delano,American,Male,1914.0,1997.0,83.0
1312,1479,Robert Delaunay,French,Male,1885.0,1941.0,56.0
1313,1480,Sonia Delaunay-Terk,French,Female,1885.0,1979.0,94.0
1314,1481,Maurice Delcourt,French,Male,1877.0,1916.0,39.0
1316,1484,Christian Dell,German,Male,1893.0,1974.0,81.0
1317,1485,Paul Delvaux,Belgian,Male,1897.0,1994.0,97.0
1318,1486,Jean Delville,Belgian,Male,1867.0,1953.0,86.0
1319,1487,René Demeurisse,French,Male,1894.0,1962.0,68.0
1322,1490,Charles Demuth,American,Male,1883.0,1935.0,52.0
1324,1492,Maurice Denis,French,Male,1870.0,1943.0,73.0
1325,1493,Morgan Dennis,American,Male,1892.0,1960.0,68.0
1327,1495,Robyn Denny,British,Male,1930.0,2014.0,84.0
1328,1497,Jules Depaquit,French,Male,1872.0,1924.0,52.0
1329,1498,Fortunato Depero,Italian,Male,1892.0,1960.0,68.0
1331,1500,André Derain,French,Male,1880.0,1954.0,74.0
1334,1503,Jean Desbrosses,French,Male,1835.0,1906.0,71.0
1339,1509,Françoise Desnoyer,French,Male,1894.0,1972.0,78.0
1340,1511,Charles Despiau,French,Male,1874.0,1946.0,72.0
1342,1515,Frederick Knecht Detwiller,American,Male,1882.0,1953.0,71.0
1344,1517,Ernst Deutsch,Austrian,Male,1883.0,1938.0,55.0
1346,1519,Jean Dewasne,French,Male,1921.0,1999.0,78.0
1347,1520,Walter Dexel,German,Male,1890.0,1973.0,83.0
1348,1521,Jean Deyrolle,French,Male,1911.0,1967.0,56.0
1350,1523,Roberto Diago,Cuban,Male,1920.0,1955.0,35.0
1351,1524,Hugh W. Diamond,British,Male,1809.0,1886.0,77.0
1357,1531,Narcisse Diaz,French,Male,1809.0,1876.0,67.0
1362,1536,Edwin Dickinson,American,Male,1891.0,1978.0,87.0
1363,1537,Preston Dickinson,American,Male,1889.0,1930.0,41.0
1365,1539,Richard Diebenkorn,American,Male,1922.0,1993.0,71.0
1367,1541,Alex Walter Diggelmann,Swiss,Male,1902.0,1987.0,85.0
1372,1546,Burgoyne Diller,American,Male,1906.0,1965.0,59.0
1375,1549,Dinora (Doudtchitsky),Chilean,Female,1914.0,2004.0,90.0
1377,1552,André Adolphe-Eugène Disdéri,French,Male,1819.0,1889.0,70.0
1378,1553,Martin Disler,Swiss,Male,1949.0,1996.0,47.0
1384,1559,Otto Dix,German,Male,1891.0,1969.0,78.0
1385,1560,Henry Dixon,British,Male,1820.0,1893.0,73.0
1386,1562,Pierre Dmitrienko,French,Male,1925.0,1974.0,49.0
1387,1563,Jun Dobashi,Japanese,Male,1910.0,1975.0,65.0
1388,1564,Alexander Dobkin,American,Male,1908.0,1975.0,67.0
1389,1566,Frank Dobson,British,Male,1888.0,1963.0,75.0
1392,1569,Burhan Dogancay,Turkish,Male,1929.0,2013.0,84.0
1393,1570,Stevan Dohanos,American,Male,1907.0,1994.0,87.0
1395,1572,Isami Doi,American,Male,1903.0,1965.0,62.0
1396,1573,Robert Doisneau,French,Male,1912.0,1994.0,82.0
1397,1575,Nikolai Dolgorukov,Russian,Male,1902.0,1980.0,78.0
1399,1578,César Domela-Nieuwenhuis,Dutch,Male,1900.0,1992.0,92.0
1400,1579,Oscar Domínguez,French,Male,1906.0,1957.0,51.0
1402,1581,Ken Domon,Japanese,Male,1909.0,1990.0,81.0
1403,1582,Hisao Domoto,Japanese,Male,1928.0,2013.0,85.0
1404,1583,Don Donaghy,American,Male,1936.0,2008.0,72.0
1406,1585,Enrico Donati,American,Male,1909.0,2008.0,99.0
1408,1587,Piero Dorazio,Italian,Male,1927.0,2005.0,78.0
1410,1589,Gustave Doré,French,Male,1832.0,1883.0,51.0
1412,1592,Dornac (a.k.a. Paul François Arnold Cardon),French,Male,1859.0,1941.0,82.0
1414,1594,Nell Dorr,American,Female,1893.0,1988.0,95.0
1415,1595,Heitor dos Prazeres,Brazilian,Male,1902.0,1966.0,64.0
1416,1596,Francisco Dosamantes,Mexican,Male,1911.0,1986.0,75.0
1417,1597,Christian Dotremont,Belgian,Male,1922.0,1979.0,57.0
1418,1598,Saliba Douaihy,American,Male,1915.0,1994.0,79.0
1422,1602,Arthur Dove,American,Male,1880.0,1946.0,66.0
1426,1606,Juan Downey,Chilean,Male,1940.0,1993.0,53.0
1428,1608,Joe Downing,American,Male,1925.0,2007.0,82.0
1429,1609,Olin Dows,American,Male,1904.0,1981.0,77.0
1433,1616,Christopher Dresser,British,Male,1834.0,1904.0,70.0
1434,1617,Werner Drewes,American,Male,1899.0,1985.0,86.0
1436,1619,Henry Dreyfuss,American,Male,1904.0,1972.0,68.0
1439,1622,Karl-Heinz Droste,German,Male,1931.0,2005.0,74.0
1443,1626,Aleksandr Vasilevich Druzhkov,Russian,Male,1912.0,2004.0,92.0
1444,1627,Russell Drysdale,Australian,Male,1912.0,1981.0,69.0
1446,1629,Maxime Du Camp,French,Male,1822.0,1894.0,72.0
1447,1630,H. E. Du Plessis,British,Male,1894.0,1978.0,84.0
1448,1632,Albert Dubois-Pillet,French,Male,1846.0,1890.0,44.0
1449,1633,Jean Dubuffet,French,Male,1901.0,1985.0,84.0
1450,1634,Marcel Duchamp,American,Male,1887.0,1968.0,81.0
1451,1635,Raymond Duchamp-Villon,French,Male,1876.0,1918.0,42.0
1453,1637,Guillaume-Benjamin-Armand Duchenne de Boulogne,French,Male,1806.0,1875.0,69.0
